# period radius radius_uncert
4.523317250925244082e+01 5.013194649346963239e+00 4.699023705297287190e-01
4.963598204020762950e+01 5.247428441821067047e+00 1.625639486892917152e+00
4.378609207151105664e+01 5.423504355648218755e+00 1.818100731979495066e+00
4.640394586315063208e+01 6.908571394624744677e+00 2.012875975833136710e+00
4.682652571990360713e+01 5.519222196160787242e+00 8.128962066861683544e-01
4.816859630816239957e+01 9.777289118872451112e+00 2.258744624680903090e+00
4.426460635590375148e+01 1.030057266729082066e+01 2.558713386222198238e+00
4.656853929228829259e+01 9.178324587246978083e+00 1.088411623607148826e+00
4.293872435351258332e+01 1.371937558824549441e+01 1.699695474863164968e+00
5.671306220558676614e+01 1.984641779307261711e+00 4.356965241283844437e-01
5.919868657471694462e+01 2.160859799000625081e+00 4.845007363126256905e-01
5.188219123049506720e+01 1.819397213991342577e+00 5.090717481600927075e-01
5.465162633773874035e+01 1.666430134754249170e+00 6.536194257106016092e-01
5.206655383892744027e+01 1.913034699222112334e+00 2.586427274614879201e-01
5.686623419752397979e+01 2.540607878860262847e+00 2.532549442414364638e-01
5.248078611471522237e+01 1.957566674043308197e+00 8.510288608575051761e-01
5.870657195640028192e+01 4.507197346168660523e+00 1.013066384590940006e+00
5.328169648131881786e+01 3.012410349918267727e+00 5.121147405779533646e-01
5.008914395629076211e+01 3.488008126412788457e+00 3.833408874782747167e-01
5.460993814469978958e+01 2.646727344877473520e+00 1.269484743500149504e+00
5.033941110161074306e+01 5.668102860805243282e+00 1.234613331270166148e+00
5.252494920054341065e+01 4.296441124873551232e+00 4.721594055306408966e-01
5.486612633419501606e+01 3.991486010246781291e+00 5.550981936742163114e-01
5.538122450287622911e+01 6.069887603134219489e+00 5.972031204065012533e-01
5.551977091760811334e+01 6.445636750863366515e+00 8.035572141999216544e-01
5.061047733037779039e+01 6.268955717086881485e+00 7.933811165480517680e-01
5.809797850152325793e+01 8.706844041537362244e+00 9.091133663268344822e-01
5.772228347910940016e+01 9.867385807188515656e+00 2.204397382041945352e+00
5.147008099116627733e+01 1.040837155648193857e+01 2.371652827139486774e+00
5.736514770085405956e+01 7.092139523402467560e+00 4.282428184498954238e+00
5.016260359721519535e+01 1.616429560396031206e+01 5.033057083358261963e+00
6.351732314898701048e+01 1.539433454286726954e+00 4.423208250006701037e-01
6.180916516186297116e+01 1.666398254044723082e+00 4.709878993137037728e-01
6.230957489687786222e+01 8.124319151383536664e-01 7.163626983908017998e-01
6.291080735780877120e+01 2.093640538216611890e+00 2.289509861860122841e-01
6.297816007238485980e+01 2.696826434532972439e+00 6.959729922148689685e-01
6.608086652271492767e+01 1.273781851797463061e+00 8.536855202973244738e-01
6.674360728580663249e+01 8.985211931811609709e-01 9.607791924991286869e-01
6.188712380516550837e+01 3.483927604693204394e+00 5.612196882618619709e-01
6.522331274636361798e+01 3.984067671845150649e+00 4.708558502806949875e-01
5.947311345598302523e+01 4.022717722201102575e+00 5.535794580664737952e-01
6.175989441718697037e+01 3.167295669883218867e+00 1.619057998545925692e+00
6.900103881529582850e+01 5.842003432820383146e+00 1.573903544825929091e+00
6.958415364726262453e+01 5.928451841915584275e+00 1.716851369691085871e+00
6.738406913102730300e+01 8.439023831048801938e+00 8.958419012630756129e-01
6.163818784971682874e+01 6.771051553589877869e+00 2.622626564221655965e+00
6.729306102571644033e+01 1.167235997690774596e+01 3.492711591257894099e+00
6.002657824347946303e+01 1.453785307034446284e+01 1.275359282281324891e+00
7.001473807843817099e+01 2.099724567650297047e+01 4.875478348032435072e+00
6.653138882281005806e+01 1.711455968622574275e+01 2.369130911582861820e+00
6.912526287147120740e+01 3.705749474853550396e+01 9.036630744412855520e+00
6.366280785388094898e+01 3.084116320638208464e+01 5.395563796609411433e+00
7.636034643208404304e+01 1.583917155850704361e+00 5.089337323796762069e-01
7.622698501323402809e+01 2.000990354946679428e+00 5.399069160706718717e-01
7.814257687989636736e+01 1.733017978892006816e+00 2.395876152046786389e-01
7.779330038975062678e+01 2.135860011057119756e+00 2.282554966854525580e-01
8.015939509399767360e+01 2.497472238018765278e+00 6.963942061405180572e-01
7.983063407577292026e+01 2.814285519801054569e+00 1.033780670620739750e+00
8.296542207826146864e+01 3.823097744359368999e+00 8.395090417731876364e-01
7.238751956087325823e+01 3.256917888904302227e+00 8.639231144390603356e-01
7.171033912471263250e+01 2.633662597588343868e+00 7.095173926913567186e-01
7.950254460701206938e+01 3.118633890812777754e+00 3.835466235370690313e-01
8.254984273746069334e+01 5.222895952273558962e+00 5.292546404827235262e-01
7.732527364157576244e+01 4.029955896001183646e+00 1.922028461449897918e+00
7.412238774744027126e+01 1.041260643972299604e+01 2.910751692890260589e+00
7.428402507926979581e+01 1.097668615991159946e+01 1.204697054559590086e+00
9.332376977134998697e+01 5.837844785117503044e-01 4.003897956552280868e-01
8.462893398275980417e+01 1.312470951983748968e+00 2.127047712137899449e-01
8.632794950779313581e+01 1.132808762226929167e+00 4.534607137629634299e-01
9.967080140632334917e+01 2.037853827869084977e+00 5.396639566817079681e-01
9.910334219943810297e+01 2.108040453358554611e+00 5.346519147364249269e-01
8.792767569150566942e+01 1.546147118812937871e+00 5.845233309546927769e-01
9.032921943706311652e+01 2.258048690969322259e+00 2.453997992094064107e-01
8.926138574026890637e+01 2.638684814444246296e+00 2.624940696050367395e-01
9.908878854514321688e+01 2.914194048440218676e+00 8.606441573625286390e-01
8.500082709965111860e+01 1.523156035125074137e+00 1.020954580578555371e+00
9.537169621350294335e+01 4.900365788708458403e+00 1.686413821773141475e+00
8.655955103320441424e+01 4.142900023135696053e+00 2.745475110813107911e+00
8.417987368831977335e+01 2.468971039995022920e+01 8.305774938904297855e+00
1.048935471320167920e+02 1.196677288577657317e+00 4.922601503542983759e-01
1.114188568515984343e+02 2.201814066699181005e+00 2.497538337034100608e-01
1.060469373334564551e+02 3.930062444400458155e+00 8.142577979355074547e-01
1.004961264486384351e+02 2.724061857837356992e+00 2.925697316317088514e-01
1.155483404465122135e+02 2.714676743120066682e+00 2.980878713350413323e-01
1.101245645653426237e+02 3.028832856020367892e+00 9.355138503368520819e-01
1.098062463228642827e+02 7.140727170201948582e+00 5.346915861028067596e+00
1.102345960524637434e+02 1.563037066596282010e+01 5.988395532123771403e+00
1.330799085270494118e+02 1.271097787430685910e+00 1.293552345366210110e-01
1.309994980682745620e+02 2.090874231089685065e+00 2.184148862753150233e-01
1.303047891054638114e+02 3.589981575074389308e+00 3.305788776897627401e-01
1.247147621356280496e+02 4.875715615363067634e+00 1.274292387863039444e+00
1.190325034916070024e+02 6.398282160830706999e+00 1.952256183203390005e+00
1.245969328201176012e+02 5.421913965207092900e+00 1.927091173350835795e+00
1.343350892837794959e+02 7.174919318301721916e+00 7.281869610213033139e-01
1.461927611317510411e+02 9.837102342953437661e-01 2.322395065468163822e-01
1.581511745374573650e+02 2.251810858490069567e+00 2.383870683232976462e-01
1.604359998004864849e+02 1.897958186792074731e+00 2.321451032291813876e-01
1.435328084809995346e+02 2.434147624145188704e+00 2.633722624001270107e-01
1.579720981262767054e+02 2.879768026096882760e+00 1.337621458841507627e+00
1.629093179039644781e+02 8.115871097600491524e+00 1.610452539057857457e+00
1.595655978705466111e+02 6.050170112582009985e+00 2.260456780505806229e+00
1.646120128871005477e+02 7.278968490227771149e+00 2.428425667967535340e+00
1.479645084016677004e+02 1.089272499560750163e+01 5.189674944645734200e+00
1.550932460537243287e+02 2.421367441131530640e+01 6.074789816791088093e+00
1.502068667755764295e+02 2.288342036327300733e+01 6.641840760423495027e+00
1.691916445091429750e+02 2.486828531141197285e+00 5.713841727804059856e-01
1.719467039769902499e+02 2.214458279591253298e+00 2.493705008100469966e-01
1.911576183478256041e+02 3.281085894194080588e+00 4.090036640542499269e-01
1.787439015334685450e+02 5.154512062197657229e+00 1.499499158205833238e+00
1.875118847617680444e+02 2.645394239484211596e+00 1.410427071803368904e+00
1.953276246119131656e+02 4.008893773739297117e+00 4.993117127644405961e+00
2.114934013215900848e+02 2.771927738636981164e+00 2.612028725063077483e-01
2.019505222987148159e+02 2.608788591935595313e+00 1.405603332167093988e+00
2.350729069368239834e+02 4.090610101182586611e+00 1.081337715654517861e+00
2.361550729151074961e+02 6.726801411985579016e+00 7.088816389576886312e-01
2.007238723264758846e+02 1.385500791154076694e+01 1.645808727183866393e+00
2.713836636509524283e+02 2.924677022898235279e+00 4.565274526312543268e-01
2.761480465327897491e+02 7.185770477175260851e+00 9.388500150903406061e-01
2.732158536409024236e+02 8.395455947864240542e+00 9.013378467922283921e-01
2.773968449297715324e+02 1.504973194644146162e+01 1.450955182962972767e+00
2.707824486982323151e+02 2.295731082068857987e+01 6.081046524855126201e+00
3.032854436227095789e+02 1.809677031139142134e+00 3.349314497365252774e-01
3.029704490534883803e+02 8.563850881409827309e+00 1.360734984449603502e+00
3.047082229435695240e+02 1.627924254432273798e+01 1.591900561499401290e+00
3.807476631748043019e+02 4.060262836885643267e+00 9.345190074011636705e-01
