# period radius radius_uncert
5.378445882828512481e+01 4.144362344606281390e+00 7.162179132628556655e-01
5.853611651546419381e+01 2.161390605921083896e+00 7.080513582802567818e-01
5.229703626866329103e+01 4.165527205850373171e+00 7.320463376730977911e-01
5.799011743727177048e+01 2.970399340087112705e+00 7.569322789213356328e-01
5.509609524266362968e+01 2.491275518066960348e+00 2.860273448903951632e-01
5.789714512570581917e+01 2.973201361586188085e+00 2.954979826190822778e-01
5.387624111082118361e+01 2.824088534594817013e+00 9.886244548324797377e-01
5.504267551053194296e+01 3.094566094153849090e+00 9.956669188694692307e-01
5.444497678044414357e+01 4.057561249085842370e+00 1.240691083143756535e+00
5.255919332907092922e+01 6.264170221948089257e+00 1.728706313474951406e+00
5.782888366544935366e+01 5.406344537200906686e+00 2.247404050241433193e+00
6.675837461056627831e+01 1.830861787451668832e+00 4.431572247498225536e-01
6.779086108185542514e+01 1.552978933123976724e+00 1.782034763294451374e-01
6.092548972624222614e+01 1.371335475773115098e+00 2.837627214057884539e-01
6.886626384689837721e+01 7.050105528552137457e-01 6.193112563855606156e-01
6.493039001996140769e+01 2.075432515552467105e+00 3.554407776845341371e-01
5.984628025703887033e+01 2.079663367518218564e+00 2.583451188090625794e-01
6.497255038341911870e+01 2.330175498207887941e+00 2.762121539535784542e-01
6.995746686138733139e+01 2.410556998556368402e+00 2.560578760566186718e-01
6.556206174560075794e+01 1.926693528921543663e+00 8.145815133390659213e-01
6.506002492244871860e+01 2.520500323307597768e+00 4.063213350831511028e-01
6.086794976233055365e+01 2.435812472275862284e+00 2.843041673711027562e-01
6.161607696599726580e+01 2.548019595028484297e+00 2.807563201811293929e-01
6.087095179372074227e+01 1.985587434166519394e+00 9.398538206722507615e-01
6.042327312213502921e+01 1.173273076002709203e+01 3.784770422654502031e+00
6.540855715972143969e+01 7.587416795070060616e+00 5.342825214556812696e+00
6.398189866513511959e+01 3.478942823685763130e+01 7.750766694604247498e+00
7.122757492859408046e+01 1.248703152650280979e+00 3.695081450006231227e-01
7.677915767212599008e+01 7.721624811350644713e-01 3.987766561241527508e-01
8.057374506192964247e+01 2.057803445324146274e+00 4.559404943288198897e-01
7.410882779870615877e+01 2.369340918113993943e+00 5.553878752536602903e-01
8.045532472110711808e+01 2.079914969780376488e+00 2.191294270141942724e-01
8.399257825408544420e+01 3.695064541793709800e+00 7.402100412057316392e-01
8.116366711536004175e+01 1.970550662817133869e+00 7.060066771962122401e-01
7.586946578496601035e+01 2.335676273450734808e+00 2.594036065196118623e-01
7.939487380829953622e+01 3.468179386324037772e+00 2.770163037145345064e-01
7.767831561493166248e+01 2.067076922163068708e+00 1.107530309396530077e+00
9.684353963973461532e+01 1.457042859812614832e+00 1.769470106668182274e-01
8.626099781403291900e+01 1.809292894288245135e+00 1.943789761080522149e-01
8.798748515185116048e+01 1.609246627368094096e+00 5.655949766097226883e-01
8.690242879611052729e+01 1.812174976948187632e+00 5.788128593739120253e-01
9.488289520387797893e+01 1.703753551248639031e+00 2.746188086457763688e-01
8.592537929677411057e+01 1.199024978261340024e+00 6.298634412567055696e-01
9.425406584723788228e+01 2.750090670568469786e+00 7.090032692645406032e-01
8.963337968016915625e+01 6.486476592443244371e-01 7.570639817431752405e-01
8.745909797793274265e+01 1.342571285570066220e+00 9.650609446182228934e-01
9.830324126934544893e+01 2.904715244708486299e+00 3.075983620716501998e-01
9.620197426538919672e+01 6.208512264855301943e+00 1.434555793797357426e+00
8.896102247759361603e+01 5.620394652082658205e+00 6.721495470268046279e-01
9.318351164570954381e+01 5.037712573445344511e+00 1.951537847165433437e+00
9.790223832609173371e+01 7.252670953646674690e+00 2.381460624099849266e+00
8.754665778693343725e+01 2.066975776758379268e+01 8.557529616070324252e+00
1.005662938313815715e+02 1.646656022170545741e+00 2.637775816948534358e-01
1.034886954586246333e+02 2.543681418299064134e+00 7.827073899878675967e-01
1.159712925018578034e+02 2.650924121182510973e+00 7.879224776759889970e-01
1.163648903580382949e+02 6.570792410120070315e+00 1.758222885634801669e+00
1.178489439741119043e+02 1.866689617787860911e+01 5.737909395201195473e+00
1.319070332460051702e+02 2.382825484365717728e+00 4.333239896020057436e-01
1.341317217809294107e+02 2.680108299806771566e+00 6.183919683570239245e-01
1.236054146301954688e+02 3.589563115736557730e+00 7.975243786286875247e-01
1.341498775028306341e+02 4.883129915194217574e+00 1.070836771073258697e+00
1.229668255253436229e+02 2.340982948199382463e+00 1.131967791216516916e+00
1.275553190790263756e+02 5.420923821498777606e+00 1.398547423867264161e+00
1.333479104784825608e+02 7.668818274437951388e+00 2.287720039337576505e+00
1.680495361674947503e+02 1.196870622607911328e+00 1.375814729566766925e-01
1.491408022007485386e+02 1.412788481489800407e+00 5.432650282768235472e-01
1.631328931384638850e+02 2.446469503949419089e+00 6.247008417400341518e-01
1.427706184749754641e+02 2.302763576447461880e+00 2.575124444529592882e-01
1.554785373228810386e+02 2.599424098873496014e+00 7.812125928505199157e-01
1.518880125641381369e+02 3.072063661034761584e+00 3.778350572789544448e-01
1.583244248983658338e+02 1.916750878987499851e+00 8.977657671723022759e-01
1.688217726804734582e+02 1.044971960685056711e+00 5.017409139314337185e-01
1.980921349914552252e+02 1.532390945113041303e+00 6.723397013580713066e-01
1.713537096972208076e+02 2.575377744856370388e+00 7.495430940512786133e-01
1.856020714284670419e+02 2.773746998519134976e+00 3.386641749524011424e-01
1.817572769285792447e+02 3.708826553498091982e+00 5.108752770328289783e-01
1.826534471618323039e+02 3.799908220308100049e+00 1.142451660040438854e+00
2.283475934405235535e+02 3.001316698915429626e+00 8.077993661367441902e-01
2.255375281411572814e+02 4.046322269409626138e+00 8.670903352969978606e-01
2.643118719372151304e+02 2.637733631136344403e+00 2.347037491073026005e-01
2.658727198645231056e+02 3.483133722220538964e+00 8.517885906571305288e-01
2.726584416185571627e+02 4.208755300032912317e+00 5.221945539002272874e-01
3.152580502611912721e+02 9.345846579118497477e-01 6.781735110258413357e-01
3.212869615622453807e+02 2.100179161872767430e+00 2.994223665943513968e-01
3.906230622709565523e+02 2.604492061382698509e+00 9.525805875702236802e-01
3.790203457316645199e+02 1.730789149647304015e+00 1.248453304791900864e+00
